,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,aapl,91.27999877929688,91.83999633789062,90.97750091552734,89.13299560546875,110737200.0,2.0,2.988730494058558,91.90372752694809,79.49180927725114,62.80713189763441,107.5054183678351,29.73053178324967,83.21340764363607,77.05053335825602,28.6200008392334,14.645294105393615
0,2020-07-01,amzn,137.89950561523438,144.75,137.6999969482422,143.93499755859375,127268000.0,2.0,4.503504218339543,142.93701039602198,121.8372396344956,67.91097804164647,160.23349711528382,52.64571373650686,129.05663350423177,122.77706693013509,28.6200008392334,14.645294105393615
0,2020-07-01,cat,129.3800048828125,129.39999389648438,125.87999725341797,116.63304901123047,2807800.0,2.0,1.2302439269544294,126.27351414141911,109.5776218754266,52.86542720323673,35.773288390532976,14.4574043728471,115.4354960123698,109.861390431722,28.6200008392334,14.645294105393615
0,2020-07-01,hd,249.64999389648438,250.3300018310547,246.92999267578125,228.23281860351562,3677300.0,2.0,2.187397682903736,237.72114368886454,219.25406230478782,55.50968254968334,20.613526666053616,8.254305556136107,227.20167032877603,212.88153584798178,28.6200008392334,14.645294105393615
0,2020-07-01,ibm,114.98088073730469,115.8986587524414,113.16443634033203,95.2884292602539,4869967.0,2.0,-1.0176570168096077,108.09983556147337,90.30009958867312,47.48970822412765,-74.27156246833283,5.476160686110956,99.24016138712565,97.829754002889,28.6200008392334,14.645294105393615
0,2020-07-01,intc,59.90999984741211,60.029998779296875,58.7599983215332,53.127891540527344,14748100.0,2.0,-0.5211011445074476,58.24089516362673,51.03490973749632,48.71404662948093,-79.0546389598643,8.423667414942779,55.20898933410645,54.213016764322916,28.6200008392334,14.645294105393615
0,2020-07-01,msft,203.13999938964844,206.35000610351562,201.77000427246094,198.34634399414062,32061200.0,2.0,4.892475805860215,200.6272749233751,176.39453751558975,61.18486759217589,140.8128996569017,33.01514568936888,184.9010442097982,177.63656514485677,28.6200008392334,14.645294105393615
0,2020-07-01,t,22.756797790527344,23.021148681640625,22.545316696166992,17.078777313232422,41007987.0,2.0,-0.1310061300902703,18.867086534518698,16.207237119656106,47.51642733722276,-51.153243517871246,0.8025043128059031,17.541636276245118,17.27975740432739,28.6200008392334,14.645294105393615
1,2020-07-02,aapl,91.9625015258789,92.61750030517578,90.91000366210938,89.13299560546875,114041600.0,3.0,2.9082671221464977,91.70260934608733,80.71593237144198,62.80713189763441,104.54518638972775,33.33560852538064,83.57962315877279,77.4804796854655,27.68000030517578,1.074792548277616
1,2020-07-02,amzn,145.60049438476562,147.7779998779297,143.55499267578125,144.51499938964844,131868000.0,3.0,4.874284367703638,144.36887753605487,122.55387255549788,68.22799911238096,177.49725153304828,56.917344825378294,129.71056671142577,123.50931688944499,27.68000030517578,1.074792548277616
1,2020-07-02,cat,128.25,130.33999633789062,127.19000244140625,118.16890716552734,2527500.0,3.0,1.301295980614185,126.19164736066564,109.5447616359164,53.81242671452844,50.55682447251606,16.810810497217915,115.8065086364746,109.9679318745931,27.68000030517578,1.074792548277616
1,2020-07-02,hd,251.94000244140625,252.3000030517578,247.9199981689453,228.5547332763672,3369800.0,3.0,2.117089972778814,237.69776542222155,219.23605263197766,55.644998626506364,35.23506958925968,12.095169035684302,227.56109619140625,213.76067250569662,27.68000030517578,1.074792548277616
1,2020-07-02,ibm,114.42638397216797,116.08030700683594,114.01529693603516,96.22090911865234,3919362.0,3.0,-0.9931880688307189,107.5719007764573,90.08929688589622,48.338861025168164,-59.74326923452021,4.727901538628329,99.19514617919921,97.91390495300293,27.68000030517578,1.074792548277616
1,2020-07-02,intc,59.189998626708984,59.810001373291016,58.970001220703125,53.4169807434082,15578600.0,3.0,-0.5030818605380745,57.94364100393222,50.985265246067776,49.2118446533579,-70.32590003376511,8.423667414942775,55.08944206237793,54.22894700368246,27.68000030517578,1.074792548277616
1,2020-07-02,msft,205.67999267578125,208.02000427246094,205.0,199.85794067382812,29315800.0,3.0,5.142868443197102,201.5495049447286,177.73386755283002,61.85018185164637,146.84272601667263,36.16339893713999,185.56639811197917,178.33460591634113,27.68000030517578,1.074792548277616
1,2020-07-02,t,22.74169158935547,23.0362548828125,22.673715591430664,17.18159294128418,49947900.0,3.0,-0.12166377160872699,18.79280793872034,16.183270094726925,48.09630192158738,-44.46558832260413,1.1192104379186452,17.550965881347658,17.28631172180176,27.68000030517578,1.074792548277616
2,2020-07-06,aapl,92.5,93.94499969482422,92.46749877929688,91.51732635498047,118655600.0,0.0,3.002286396283054,92.16718800970385,81.28806788018873,65.03522781103146,124.27280138067854,39.04335068315469,84.0447369893392,77.92314694722494,27.940000534057617,15.065628954191986
2,2020-07-06,amzn,146.74850463867188,152.99400329589844,146.5,152.8520050048828,137612000.0,0.0,5.774294512520925,147.98105234767468,121.81189809177846,72.2976098920574,210.67293688182392,63.0541921710252,130.72773361206055,124.35435028076172,27.940000534057617,15.065628954191986
2,2020-07-06,cat,130.1300048828125,130.5,128.1699981689453,119.75100708007812,2491900.0,0.0,1.468341360789097,125.28481037717923,109.92514979738131,54.780573670159264,60.65389984635316,17.225170082303496,116.28052825927735,110.0171070098877,27.940000534057617,15.065628954191986
2,2020-07-06,hd,250.27000427246094,251.5,247.0399932861328,229.52047729492188,3133800.0,0.0,2.114918611935707,237.03414575172013,219.4076114504283,56.0597529285949,26.581115746700334,9.898239158656397,227.87073465983073,214.6173522949219,27.940000534057617,15.065628954191986
2,2020-07-06,ibm,115.91778564453125,116.49139404296875,114.20649719238281,96.61478424072266,4231488.0,0.0,-0.9312786204333179,106.42735790910595,90.27966876325732,48.701345770665654,-53.79992128890438,2.960902509614808,99.2238166809082,97.94711252848307,27.940000534057617,15.065628954191986
2,2020-07-06,intc,58.720001220703125,59.619998931884766,58.599998474121094,53.78736877441406,20536700.0,0.0,-0.45368443774064815,57.278239790477976,51.21704333635308,49.85692531836576,-68.79227557980057,11.564145038619024,55.01596705118815,54.24236666361491,27.940000534057617,15.065628954191986
2,2020-07-06,msft,208.8300018310547,211.1300048828125,208.08999633789062,204.16009521484375,31897600.0,0.0,5.623628638762028,203.6789539437776,177.8814739126677,63.68295855476071,163.57069553072407,41.62509357926554,186.44718322753906,179.07793858846028,27.940000534057617,15.065628954191986
2,2020-07-06,t,23.066465377807617,23.11178207397461,22.83987808227539,17.41578483581543,44639852.0,0.0,-0.09427580375763256,18.592164028400983,16.253681384807027,49.413293721118606,-27.360998771197387,2.7781531427436965,17.564674695332844,17.29202372233073,27.940000534057617,15.065628954191986
3,2020-07-07,aapl,93.85250091552734,94.65499877929688,93.05750274658203,91.23336029052734,112424400.0,1.0,3.019081567216759,92.44433217339171,81.97126230903017,64.55873927913113,121.48262545616886,41.88796671104696,84.48373896280924,78.35326944986979,29.43000030517578,2.535726454133604
3,2020-07-07,amzn,152.92750549316406,153.4774932861328,149.5,150.00599670410156,105150000.0,1.0,6.18659473859725,150.13632096681678,122.03692885007776,69.16887788895592,190.7963467178449,63.568395021233904,131.66646677652994,125.15215021769205,29.43000030517578,2.535726454133604
3,2020-07-07,cat,127.73999786376953,128.75,126.80000305175781,117.68777465820312,2018100.0,1.0,1.4178957946707271,123.25823316446656,110.97839708455689,53.27407227450489,26.241894808792125,12.113968444594608,116.73481063842773,110.0681084950765,29.43000030517578,2.535726454133604
3,2020-07-07,hd,247.3699951171875,250.77999877929688,247.07000732421875,227.49705505371094,2927800.0,1.0,1.927703166256208,235.7702397751334,219.80512643580408,54.94614257405932,3.744559533232571,9.898239158656397,228.08245035807292,215.33806279500325,29.43000030517578,2.535726454133604
3,2020-07-07,ibm,113.76673126220703,114.25430297851562,112.17017364501953,94.51673126220703,4474893.0,1.0,-1.0395272546424934,104.07493021263771,91.17149999366113,46.88845018038446,-95.21534460081058,10.919444699964162,99.20211257934571,97.91613591512045,29.43000030517578,2.535726454133604
3,2020-07-07,intc,59.06999969482422,59.56999969482422,58.13999938964844,52.676204681396484,15996500.0,1.0,-0.49845243085814417,56.68983959054253,51.32122951651313,47.9661875544732,-86.3589902539543,15.418940106498988,54.8970219930013,54.264814885457355,29.43000030517578,2.535726454133604
3,2020-07-07,msft,210.4499969482422,214.6699981689453,207.99000549316406,201.7861785888672,33600700.0,1.0,5.7468334071323,204.91889932014115,178.568792940601,61.98317503410167,153.22666677629132,47.12911253149716,187.24625345865886,179.78154449462892,29.43000030517578,2.535726454133604
3,2020-07-07,t,22.885196685791016,22.998489379882812,22.832326889038086,17.318681716918945,36422181.0,1.0,-0.07948974380042273,18.250499095078414,16.42912851417452,48.88129323088,-39.13314597418183,2.5941953468511625,17.57305227915446,17.28812058766683,29.43000030517578,2.535726454133604
4,2020-07-08,aapl,94.18000030517578,95.375,94.08999633789062,93.35820007324219,117092000.0,2.0,3.167337577626782,93.37572585863715,81.95492065625542,66.46086263463079,134.3038338301834,44.68614653601114,85.01119461059571,78.7974032084147,28.079999923706055,3.3081075468562227
4,2020-07-08,amzn,151.1304931640625,154.19850158691406,150.6215057373047,154.0554962158203,100752000.0,2.0,6.762156475191915,153.149460602756,121.42503890896273,71.01518284239532,190.13556385710254,64.35913557901083,132.7652165730794,125.91235020955403,28.079999923706055,3.3081075468562227
4,2020-07-08,cat,129.3300018310547,129.3300018310547,126.47000122070312,118.54823303222656,2279500.0,2.0,1.4308551126519689,122.06997076704957,111.60597756669065,53.82194984606609,28.63716295968787,13.814598665273145,117.06542205810547,110.29985020955404,28.079999923706055,3.3081075468562227
4,2020-07-08,hd,247.8699951171875,249.7899932861328,246.22000122070312,229.1709442138672,2294000.0,2.0,1.8925858906365534,234.43028234506247,220.4470003697813,55.699249427547365,-0.6618896207666967,7.571273557012112,228.33167622884113,216.12842280069987,28.079999923706055,3.3081075468562227
4,2020-07-08,ibm,112.86807250976562,113.42256164550781,111.35755157470703,94.62123107910156,5431669.0,2.0,-1.1041548059698556,102.28591903139962,91.82225815365898,46.99012442416551,-99.11863926847695,13.930653062460355,99.09359258015951,97.89152793884277,28.079999923706055,3.3081075468562227
4,2020-07-08,intc,58.45000076293945,58.70000076293945,57.93000030517578,52.94721603393555,13277900.0,2.0,-0.506227560524195,56.13962599751664,51.471243982341754,48.459348022521375,-92.88818318722096,17.180628035971342,54.784701410929365,54.26842409769694,28.079999923706055,3.3081075468562227
4,2020-07-08,msft,210.07000732421875,213.25999450683594,208.69000244140625,206.22401428222656,33600000.0,2.0,6.131885763506546,206.98613285170052,178.7330764378503,63.84919942429374,152.1031425548337,47.12911253149715,188.25591125488282,180.55315551757812,28.079999923706055,3.3081075468562227
4,2020-07-08,t,23.00604248046875,23.074018478393555,22.771902084350586,17.39864730834961,51547292.0,2.0,-0.06062033632608532,17.958045164954836,16.598203881370846,49.34588996177503,-33.37742618403553,4.423272220127667,17.56619790395101,17.290690994262697,28.079999923706055,3.3081075468562227
5,2020-07-09,aapl,96.26249694824219,96.31749725341797,94.67250061035156,93.75965881347656,125642800.0,3.0,3.2794227550592865,94.31971597746846,81.74948263092998,66.80902951198178,138.22448925011807,48.1778362869668,85.5407719930013,79.19207674662272,29.260000228881836,6.653599708059337
5,2020-07-09,amzn,155.79949951171875,159.69400024414062,153.6999969482422,159.13150024414062,127774000.0,3.0,7.540956943726769,157.04921459930404,120.2011851809694,73.1037556043247,207.61125937497397,69.7148349670519,134.05228322347006,126.66177520751953,29.260000228881836,6.653599708059337
5,2020-07-09,cat,127.54000091552734,128.35000610351562,125.12000274658203,116.32771301269531,2663500.0,3.0,1.247566883157262,121.02063813008718,112.03448577128,52.18834432472768,-4.635392102532309,8.586618219482899,117.1675043741862,110.45882822672526,29.260000228881836,6.653599708059337
5,2020-07-09,hd,249.66000366210938,250.50999450683594,246.35000610351562,228.05807495117188,2994700.0,3.0,1.7547285296296309,233.42111583842444,220.85925678120446,55.06618153351656,-5.566126143505859,9.310008864958553,228.39508361816405,216.7725402832031,29.260000228881836,6.653599708059337
5,2020-07-09,ibm,112.81070709228516,112.81070709228516,110.13384246826172,93.0135269165039,4982098.0,3.0,-1.2704558713370346,100.73901954414394,92.2309046196744,45.60078562266447,-111.25130111987839,18.372345515310045,98.83019765218098,97.80363744099935,29.260000228881836,6.653599708059337
5,2020-07-09,intc,58.20000076293945,58.75,57.70000076293945,52.77558135986328,20683700.0,3.0,-0.5202418661939703,55.05091051478387,52.06761670689581,48.16030570708392,-92.92706505855192,19.15213217324035,54.62992184956868,54.23982804616292,29.260000228881836,6.653599708059337
5,2020-07-09,msft,216.3300018310547,216.3800048828125,211.47000122070312,207.66773986816406,33121700.0,3.0,6.478854912666492,209.2547536455034,178.15819801465284,64.43666263360444,162.04107253711143,51.714262878787366,189.30594228108723,181.2169329325358,29.260000228881836,6.653599708059337
5,2020-07-09,t,22.560422897338867,22.567975997924805,22.197885513305664,17.263347625732422,52120187.0,3.0,-0.05593891955268049,17.675156126990508,16.77160233400803,48.57319191268167,-81.81286793870808,9.398295702074924,17.535222434997557,17.28205769856771,29.260000228881836,6.653599708059337
6,2020-07-10,aapl,95.33499908447266,95.9800033569336,94.70500183105469,93.92367553710938,90257200.0,4.0,3.342950393336835,94.8052064382296,82.43363099463171,66.95401506728513,131.35443583698998,48.177836286966816,86.07467346191406,79.60014457702637,27.290000915527344,4.21961229771284
6,2020-07-10,amzn,159.58799743652344,160.75,156.78500366210938,160.0,109720000.0,4.0,8.134473451522325,160.24420501607696,120.21639450174533,73.44247313430662,196.11874919993835,70.62164404636287,135.38378321329753,127.40537516276042,27.290000915527344,4.21961229771284
6,2020-07-10,cat,125.97000122070312,128.22999572753906,125.81999969482422,118.43721008300781,2691400.0,4.0,1.258026676106212,120.96123064707771,112.69158536244376,53.57319842483647,10.710938161717658,8.586618219482908,117.39171498616537,110.72860056559244,27.290000915527344,4.21961229771284
6,2020-07-10,hd,248.2899932861328,250.3300018310547,246.63999938964844,230.03549194335938,2745300.0,4.0,1.7844663854297096,233.1259180992596,222.13305101695136,55.98572418439615,9.448856254262312,9.310008864958547,228.5920613606771,217.5820332845052,27.290000915527344,4.21961229771284
6,2020-07-10,ibm,110.42064666748047,113.35564422607422,110.21988677978516,95.13570404052734,4482842.0,4.0,-1.2169801164024676,100.73244635543259,92.26480935135453,47.71185989692302,-88.39312202211893,15.534150333103733,98.66460469563802,97.82012596130372,27.290000915527344,4.21961229771284
6,2020-07-10,intc,57.95000076293945,59.689998626708984,57.83000183105469,53.77833938598633,17742300.0,4.0,-0.4453009598206634,55.036722572148996,52.0664482042182,50.024232811363696,-59.334214614288676,7.927741073314818,54.56457748413086,54.25474421183268,27.290000915527344,4.21961229771284
6,2020-07-10,msft,213.6199951171875,214.0800018310547,211.0800018310547,207.0379180908203,26177600.0,4.0,6.626621541164212,210.36244736961044,179.7054572934755,63.96754826375465,141.72587020368152,49.9763367726851,190.3482213338216,181.8995231628418,27.290000915527344,4.21961229771284
6,2020-07-10,t,22.280967712402344,22.832326889038086,22.243202209472656,17.608142852783203,48846464.0,4.0,-0.024128629956329917,17.72563244610452,16.75864032000876,50.611962336694425,-50.403286382500276,2.705989120997171,17.530781745910645,17.28907168706258,27.290000915527344,4.21961229771284
7,2020-07-13,aapl,97.26499938964844,99.95500183105469,95.25749969482422,93.49038696289062,191649200.0,0.0,3.3200621280230393,95.08755417023947,83.2066032394285,66.16417340549086,144.84243522897077,60.265742891164955,86.59666213989257,79.99179509480794,32.189998626708984,11.538815501600325
7,2020-07-13,amzn,162.55299377441406,167.21449279785156,153.41949462890625,155.1999969482422,154408000.0,0.0,8.123872483968114,161.72862781149706,121.52687145608104,68.5096785483386,170.74094438818472,75.43489841521178,136.48649978637695,127.98521677652995,32.189998626708984,11.538815501600325
7,2020-07-13,cat,129.4199981689453,132.08999633789062,128.85000610351562,120.80577087402344,3708400.0,0.0,1.4408302046103927,121.43360854169764,112.9057202241715,55.08431217927863,72.66836703211109,20.515504366847708,117.71369094848633,111.01202583312988,32.189998626708984,11.538815501600325
7,2020-07-13,hd,251.9199981689453,257.8599853515625,249.08999633789062,229.5848388671875,4437500.0,0.0,1.751479942895486,233.06088073797144,222.85753967218483,55.71690955152571,80.18107908685369,25.955840474230097,228.67222798665364,218.3631393432617,32.189998626708984,11.538815501600325
7,2020-07-13,ibm,114.5124282836914,115.6692123413086,113.44168090820312,95.81897735595703,4864632.0,0.0,-1.1067083047083344,100.57295979431989,92.20645381041645,48.37908544701475,-48.66580109884189,4.195990003297137,98.51187311808268,97.88713404337565,32.189998626708984,11.538815501600325
7,2020-07-13,intc,59.84000015258789,60.619998931884766,58.38999938964844,52.920127868652344,19082900.0,0.0,-0.44997323729475625,55.02909833710273,52.006319219659964,48.480903359486156,-47.07061670216434,1.8506615867869374,54.4335875193278,54.226610819498696,32.189998626708984,11.538815501600325
7,2020-07-13,msft,214.47999572753906,215.8000030517578,206.5,200.64279174804688,38135600.0,0.0,6.156723532829574,210.17072256907116,181.77018319264758,59.42334737406309,107.49504770554287,31.120685902321792,191.1175765991211,182.39242884318034,32.189998626708984,11.538815501600325
7,2020-07-13,t,22.779455184936523,22.78700828552246,22.386707305908203,17.39191246032715,54274864.0,0.0,-0.016180216366436184,17.72201923811715,16.759295230266638,49.34290222726182,-53.002570768776415,2.705989120997178,17.52294127146403,17.291815439860027,32.189998626708984,11.538815501600325
8,2020-07-14,aapl,94.83999633789062,97.25499725341797,93.87750244140625,95.03752899169922,170989200.0,1.0,3.387712997918328,95.67114340722767,83.73047783911022,67.5770123167994,123.09680457499245,47.497661556237766,87.1383171081543,80.42505963643391,29.520000457763672,8.934560654087246
8,2020-07-14,amzn,154.4499969482422,156.36900329589844,147.5,154.1999969482422,144638000.0,1.0,7.943215059428866,162.77805097495013,123.0340477188975,67.53213090153207,113.93650968117122,51.188657951923076,137.50809961954752,128.57605005900066,29.520000457763672,8.934560654087246
8,2020-07-14,cat,130.32000732421875,137.30999755859375,129.22999572753906,126.6438980102539,6540800.0,1.0,2.033352168526818,123.60050380664698,111.96659061473973,58.52633011632186,147.9189863939188,33.12996279549551,118.2188606262207,111.32937596638997,29.520000457763672,8.934560654087246
