time/iterations,time/fps,time/time_elapsed,train/n_updates,train/explained_variance,train/value_loss,train/policy_loss,train/entropy_loss,train/reward,train/learning_rate,train/std,time/total_timesteps
4100,188,108,4099,0.008350610733032227,1.1504576206207275,-5.4236369132995605,-11.782011032104492,-0.048128206,0.0007,1.0557886362075806,20500
4200,189,111,4199,-0.005103111267089844,160.6923828125,-132.24473571777344,-11.806635856628418,-0.37871155,0.0007,1.060082197189331,21000
4300,189,113,4299,0.08431637287139893,4.4992995262146,-15.499719619750977,-11.821773529052734,2.4989233,0.0007,1.061967372894287,21500
4400,188,116,4399,-1.1920928955078125e-07,42.626441955566406,-60.58808517456055,-11.804765701293945,1.2000178,0.0007,1.0603446960449219,22000
4500,187,119,4499,0.005062699317932129,54.15385818481445,94.6716537475586,-11.812418937683105,6.5329285,0.0007,1.061442255973816,22500
4600,188,122,4599,0.01746189594268799,67.99315643310547,70.61556243896484,-11.81490707397461,0.93505937,0.0007,1.0611047744750977,23000
4700,188,124,4699,-0.0004487037658691406,9.518856048583984,-23.468103408813477,-11.78958511352539,0.0017710311,0.0007,1.058072566986084,23500
4800,189,126,4799,0.016754508018493652,111.1653060913086,-99.3800277709961,-11.74886703491211,-2.443155,0.0007,1.0528206825256348,24000
4900,189,129,4899,-0.1559147834777832,6.317742347717285,-18.655454635620117,-11.769046783447266,2.3197877,0.0007,1.0548030138015747,24500
5000,188,132,4999,0.016405463218688965,9.103632926940918,-28.174848556518555,-11.738673210144043,-0.9628963,0.0007,1.0507258176803589,25000
5100,188,135,5099,0.14281123876571655,77.92514038085938,103.21052551269531,-11.74527359008789,1.5253209,0.0007,1.0521624088287354,25500
5200,188,137,5199,0.06233012676239014,171.8297576904297,-118.48860168457031,-11.738390922546387,12.360501,0.0007,1.0514878034591675,26000
5300,189,140,5299,0.00535893440246582,1.7149136066436768,-15.217297554016113,-11.765650749206543,0.099125564,0.0007,1.0548239946365356,26500
5400,189,142,5399,0.007250308990478516,25.80862808227539,-49.012901306152344,-11.776203155517578,0.17543544,0.0007,1.0564260482788086,27000
5500,188,145,5499,-0.3595001697540283,15.711959838867188,31.20393943786621,-11.807795524597168,1.289808,0.0007,1.0600885152816772,27500
5600,188,148,5599,-0.20784199237823486,17.92311668395996,-38.98163986206055,-11.845233917236328,-1.9884222,0.0007,1.0656410455703735,28000
5700,188,151,5699,-0.022799015045166016,149.33447265625,-116.30998992919922,-11.81536865234375,-4.368585,0.0007,1.0616453886032104,28500
5800,189,153,5799,1.1920928955078125e-07,0.6811696290969849,-2.1642935276031494,-11.830516815185547,0.060237486,0.0007,1.0635913610458374,29000
5900,189,155,5899,0.00010967254638671875,5.804306983947754,19.209787368774414,-11.815593719482422,-1.953739,0.0007,1.0612237453460693,29500
6000,189,158,5999,-3.300689220428467,2.473642587661743,-7.572690010070801,-11.839770317077637,-0.33556548,0.0007,1.064107894897461,30000
6100,188,161,6099,0.0978933572769165,6.144568920135498,-11.166411399841309,-11.857975006103516,-3.0115745,0.0007,1.0668545961380005,30500
6200,188,164,6199,0.0399702787399292,1.0902655124664307,-1.2138420343399048,-11.86508560180664,-0.36397842,0.0007,1.0673134326934814,31000
6300,189,166,6299,-0.09557485580444336,11.079524040222168,26.29801368713379,-11.832066535949707,3.879102,0.0007,1.0633037090301514,31500
6400,189,168,6399,0.0,9.664743423461914,33.02506637573242,-11.827685356140137,2.0087361,0.0007,1.0625853538513184,32000
6500,189,171,6499,0.03884679079055786,15.698982238769531,12.251076698303223,-11.826934814453125,-4.9899054,0.0007,1.0632414817810059,32500
6600,189,174,6599,0.20340871810913086,1.2979010343551636,-7.379192352294922,-11.872587203979492,-0.18015185,0.0007,1.0690734386444092,33000
6700,188,177,6699,0.015374839305877686,499.43487548828125,-243.93203735351562,-11.843120574951172,-8.375147,0.0007,1.0647932291030884,33500
6800,188,179,6799,-0.3414592742919922,43.36438751220703,-74.41044616699219,-11.833727836608887,1.4039842,0.0007,1.0635122060775757,34000
6900,189,182,6899,-0.01097118854522705,143.4915771484375,-106.8127670288086,-11.83704662322998,-0.34134388,0.0007,1.0640063285827637,34500
7000,189,184,6999,-2.532482385635376,1.3976458311080933,10.675877571105957,-11.8464994430542,-0.6051036,0.0007,1.0651288032531738,35000
7100,189,186,7099,-1.387195110321045,1.0338042974472046,0.5312649011611938,-11.88392162322998,0.26066968,0.0007,1.0704057216644287,35500
7200,188,190,7199,-0.21513891220092773,23.81863784790039,-55.98268508911133,-11.914188385009766,0.13294648,0.0007,1.074430227279663,36000
7300,188,193,7299,-0.15105342864990234,1.3370368480682373,-2.742241382598877,-11.923938751220703,2.5168767,0.0007,1.075680136680603,36500
7400,189,195,7399,0.02456146478652954,15.260626792907715,34.09429168701172,-11.934298515319824,-4.6254025,0.0007,1.0773385763168335,37000
7500,189,197,7499,-0.16640758514404297,46.12767028808594,78.30086517333984,-11.937700271606445,-5.8522525,0.0007,1.0772970914840698,37500
7600,189,200,7599,0.20389962196350098,15.835161209106445,-45.88620376586914,-11.96112060546875,0.62584805,0.0007,1.0804327726364136,38000
7700,189,203,7699,-0.21467900276184082,77.90575408935547,-89.0023422241211,-11.938419342041016,-0.893176,0.0007,1.0778985023498535,38500
7800,188,206,7799,-0.07233643531799316,5.367396831512451,-5.451698303222656,-11.969533920288086,-0.74029624,0.0007,1.0816516876220703,39000
7900,188,209,7899,0.026217281818389893,45.70990753173828,58.89374923706055,-11.958491325378418,3.5103567,0.0007,1.0804479122161865,39500
8000,189,211,7999,-0.14895737171173096,64.38957977294922,-92.38666534423828,-11.958890914916992,-1.6066399,0.0007,1.0799899101257324,40000
8100,189,213,8099,-0.027074813842773438,18.470701217651367,-47.55585479736328,-11.9537992477417,4.5945344,0.0007,1.0795016288757324,40500
8200,189,216,8199,-1.3753726482391357,1.2739266157150269,10.402872085571289,-11.967157363891602,-0.09127973,0.0007,1.0816092491149902,41000
8300,188,219,8299,-0.23347926139831543,5.032557010650635,17.915115356445312,-11.938112258911133,-0.22203425,0.0007,1.0778024196624756,41500
8400,188,222,8399,-0.3506753444671631,4.832027435302734,-21.34840965270996,-11.954666137695312,-2.5207045,0.0007,1.0801548957824707,42000
8500,189,224,8499,-0.10661602020263672,41.4168815612793,-74.33306121826172,-11.9409761428833,0.89539856,0.0007,1.078305721282959,42500
8600,189,226,8599,-0.1857771873474121,10.912459373474121,32.52241897583008,-11.938910484313965,-7.074416,0.0007,1.0785460472106934,43000
8700,189,229,8699,-2.5260050296783447,7.383233547210693,27.256881713867188,-11.923580169677734,0.25027725,0.0007,1.076067566871643,43500
8800,189,232,8799,-0.3278721570968628,0.6584686636924744,-6.31701135635376,-11.91041088104248,0.044426296,0.0007,1.075008511543274,44000
8900,188,235,8899,-0.13852250576019287,3.305391311645508,18.882482528686523,-11.905158996582031,-0.010350997,0.0007,1.0735458135604858,44500
9000,189,238,8999,0.0361672043800354,8.558449745178223,7.158033847808838,-11.931025505065918,-0.23505999,0.0007,1.0772285461425781,45000
9100,189,240,9099,0.6588185727596283,4.549397945404053,22.703094482421875,-11.919659614562988,1.1207426,0.0007,1.0751914978027344,45500
9200,189,242,9199,0.054559528827667236,7.556864261627197,-6.061800003051758,-11.893710136413574,-0.022654941,0.0007,1.0718655586242676,46000
9300,189,244,9299,0.057628095149993896,9.458785057067871,-39.25751876831055,-11.899711608886719,0.34600133,0.0007,1.0723077058792114,46500
9400,189,248,9399,-0.028015613555908203,20.474027633666992,48.3638916015625,-11.92253589630127,-4.246097,0.0007,1.0757148265838623,47000
9500,189,251,9499,0.0,23.288637161254883,-50.05854797363281,-11.943731307983398,-2.014636,0.0007,1.0789806842803955,47500
9600,189,253,9599,-0.04500412940979004,21.937421798706055,-45.090885162353516,-11.965709686279297,1.7801296,0.0007,1.081923246383667,48000
9700,189,255,9699,-0.006897568702697754,11.389891624450684,22.447351455688477,-11.958328247070312,-1.0785043,0.0007,1.0810993909835815,48500
9800,189,258,9799,-0.01005411148071289,173.7180938720703,-69.56853485107422,-11.976179122924805,14.452761,0.0007,1.0835645198822021,49000
9900,189,261,9899,-0.003991842269897461,0.6055641770362854,-0.02083301544189453,-11.982702255249023,0.29019484,0.0007,1.084769606590271,49500
10000,189,264,9999,-0.10549652576446533,1.705739974975586,10.053438186645508,-11.98660659790039,0.048462983,0.0007,1.0851826667785645,50000
